Agency Type,Destination,Net Sales,Commision (in value),Age,Claim
Travel Agency,MALAYSIA,20,0,66,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,SINGAPORE,20,0,26,No
Travel Agency,PHILIPPINES,20,0,36,No
Travel Agency,JAPAN,62,0,36,No
Travel Agency,CHINA,20,0,36,No
Travel Agency,MALAYSIA,20,0,56,No
Travel Agency,MALAYSIA,20,0,49,No
Airlines,INDIA,39,15.6,118,No
Travel Agency,PERU,95,36.1,48,No
Airlines,BRUNEI DARUSSALAM,15,6,51,No
Travel Agency,SPAIN,100.5,65.33,33,No
Travel Agency,UNITED KINGDOM,100.5,65.33,56,No
Airlines,SINGAPORE,16.2,4.54,48,No
Airlines,SINGAPORE,7,1.96,48,No
Airlines,SINGAPORE,1.09,0.31,48,No
Airlines,SINGAPORE,1.35,0.38,48,No
Airlines,THAILAND,22,7.7,40,No
Airlines,CHINA,0,14,53,No
Airlines,"KOREA, REPUBLIC OF",35,12.25,37,No
Airlines,CHINA,22,7.7,31,No
Airlines,CHINA,35,12.25,47,No
Airlines,THAILAND,22,7.7,44,No
Airlines,CHINA,40,14,53,No
Airlines,"KOREA, REPUBLIC OF",97,33.95,42,No
Airlines,THAILAND,18,6.3,38,No
Airlines,MALAYSIA,18,6.3,38,No
Airlines,CHINA,26,9.1,44,No
Airlines,SWITZERLAND,55,19.25,32,No
Airlines,PHILIPPINES,0,12.95,53,No
Airlines,THAILAND,22,7.7,69,No
Airlines,JAPAN,58,20.3,31,No
Airlines,CAMBODIA,39,13.65,41,No
Travel Agency,CHINA,45,0,118,No
Airlines,SINGAPORE,16,4,42,Yes
Airlines,SINGAPORE,21,5.25,38,Yes
Airlines,SINGAPORE,16,4,32,No
Airlines,SINGAPORE,27,6.75,38,No
Airlines,SINGAPORE,20,5,30,No
Airlines,SINGAPORE,0,8.13,37,No
Airlines,SINGAPORE,32.5,8.13,37,No
Airlines,SINGAPORE,27,6.75,33,No
Airlines,SINGAPORE,27,6.75,34,No
Airlines,SINGAPORE,191.5,47.88,60,No
Airlines,SINGAPORE,20,5,41,No
Airlines,SINGAPORE,16,4,29,No
Airlines,SINGAPORE,72,18,29,No
Airlines,SINGAPORE,18.5,4.63,29,No
Airlines,SINGAPORE,260,65,57,No
Airlines,SINGAPORE,39,9.75,33,No
Airlines,SINGAPORE,22.5,5.63,48,No
Airlines,SINGAPORE,29,7.25,33,No
Airlines,SINGAPORE,112.5,28.13,28,No
Airlines,SINGAPORE,216,54,30,No
Airlines,SINGAPORE,333,83.25,57,No
Airlines,SINGAPORE,333,83.25,36,No
Travel Agency,SWITZERLAND,89.1,53.46,51,No
Travel Agency,MALAYSIA,49.5,29.7,31,No
Travel Agency,AUSTRALIA,49.5,29.7,34,No
Travel Agency,AUSTRALIA,19.8,11.88,29,No
Travel Agency,FINLAND,0,29.7,39,No
Travel Agency,FRANCE,59.4,35.64,58,No
Travel Agency,ITALY,49.5,29.7,38,No
Travel Agency,AUSTRALIA,59.4,35.64,31,No
Travel Agency,MALAYSIA,29.7,17.82,55,No
Travel Agency,AUSTRALIA,19.8,11.88,23,No
Travel Agency,"KOREA, REPUBLIC OF",19.8,11.88,41,No
Travel Agency,MALAYSIA,19.8,11.88,26,No
Travel Agency,MALAYSIA,0,11.88,26,No
Travel Agency,MALAYSIA,19.8,11.88,46,No
Travel Agency,THAILAND,19.8,11.88,35,No
Travel Agency,ITALY,59.4,35.64,57,No
Travel Agency,MALAYSIA,19.8,11.88,28,No
Travel Agency,AUSTRALIA,29.7,17.82,61,No
Travel Agency,MALAYSIA,29.7,17.82,33,No
Travel Agency,JAPAN,49.5,29.7,58,No
Travel Agency,JAPAN,109,0,36,No
Travel Agency,MALAYSIA,24,0,36,No
Travel Agency,UNITED STATES,112,0,28,No
Travel Agency,SINGAPORE,31,0,36,No
Travel Agency,HONG KONG,28,0,36,No
Travel Agency,MALAYSIA,27,0,60,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",38,0,36,No
Travel Agency,CANADA,88,0,39,No
Travel Agency,CANADA,88,0,36,No
Travel Agency,THAILAND,20,0,30,No
Travel Agency,THAILAND,20,0,31,No
Travel Agency,CHINA,46,0,36,Yes
Travel Agency,SRI LANKA,27,0,36,No
Travel Agency,JAPAN,38,0,36,No
Travel Agency,MALAYSIA,112,0,36,No
Travel Agency,VIET NAM,77,0,36,No
Travel Agency,MYANMAR,20,0,36,No
Travel Agency,MYANMAR,31,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",31,0,36,No
Travel Agency,AUSTRALIA,41,0,60,No
Travel Agency,CANADA,112,0,63,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",32,0,36,No
Travel Agency,HONG KONG,29,0,53,No
Travel Agency,INDONESIA,17,0,36,No
Travel Agency,SINGAPORE,23,0,31,No
Travel Agency,PHILIPPINES,11,0,36,No
Travel Agency,CHINA,27,0,36,No
Travel Agency,VIET NAM,13,0,36,No
Travel Agency,SINGAPORE,10,0,30,No
Travel Agency,SINGAPORE,19,0,67,No
Travel Agency,SINGAPORE,10,0,66,No
Travel Agency,"KOREA, REPUBLIC OF",13,0,68,No
Travel Agency,SINGAPORE,14,0,68,No
Travel Agency,"KOREA, REPUBLIC OF",31,0,36,No
Travel Agency,SINGAPORE,80,0,36,No
Travel Agency,UNITED KINGDOM,33,0,36,No
Travel Agency,SINGAPORE,80,0,36,No
Travel Agency,SINGAPORE,44,0,36,No
Travel Agency,FRANCE,80,0,36,No
Travel Agency,CHINA,30,0,36,No
Travel Agency,HONG KONG,16,0,36,No
Travel Agency,INDONESIA,10,0,39,No
Travel Agency,VIET NAM,18,0,36,No
Travel Agency,CHINA,24,0,36,No
Travel Agency,MACAO,16,0,23,No
Travel Agency,SINGAPORE,66,0,25,No
Travel Agency,PHILIPPINES,22,0,36,No
Travel Agency,PHILIPPINES,13,0,36,No
Travel Agency,HONG KONG,10,0,36,No
Travel Agency,JAPAN,12,0,36,No
Travel Agency,PHILIPPINES,15,0,36,No
Travel Agency,JAPAN,27,0,36,No
Travel Agency,VIET NAM,11,0,36,No
Travel Agency,INDIA,10,0,32,No
Travel Agency,PHILIPPINES,37,0,36,No
Travel Agency,MYANMAR,10,0,36,No
Travel Agency,HONG KONG,80,0,36,No
Travel Agency,SINGAPORE,16,0,37,No
Travel Agency,CHINA,17,0,36,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,JAPAN,40,0,36,No
Travel Agency,UNITED STATES,80,0,63,No
Travel Agency,MALAYSIA,10,0,56,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",32,0,36,No
Travel Agency,VIET NAM,15,0,62,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",26,0,36,No
Travel Agency,LAO PEOPLE'S DEMOCRATIC REPUBLIC,13,0,36,No
Travel Agency,CHINA,24,0,36,No
Travel Agency,SINGAPORE,0,0,36,No
Travel Agency,SINGAPORE,20,0,73,No
Travel Agency,CHINA,31,0,36,No
Travel Agency,SINGAPORE,22,0,36,No
Travel Agency,VIET NAM,20,0,40,No
Travel Agency,SINGAPORE,20,0,31,No
Travel Agency,SINGAPORE,42,0,36,No
Travel Agency,CHINA,20,0,44,No
Travel Agency,MALAYSIA,20,0,31,No
Travel Agency,UNITED STATES,20,0,45,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,GERMANY,54,0,36,No
Airlines,INDIA,39,15.6,118,No
Airlines,INDIA,180,72,118,No
Travel Agency,NORWAY,75,28.5,48,No
Airlines,BRUNEI DARUSSALAM,15,6,28,No
Airlines,BRUNEI DARUSSALAM,23,9.2,64,No
Airlines,BRUNEI DARUSSALAM,15,6,50,No
Airlines,BRUNEI DARUSSALAM,15,6,51,No
Airlines,BRUNEI DARUSSALAM,23,9.2,48,No
Travel Agency,INDONESIA,47.25,30.71,33,No
Travel Agency,UNITED STATES,404.25,262.76,44,No
Travel Agency,INDONESIA,32.25,20.96,26,No
Airlines,"TAIWAN, PROVINCE OF CHINA",26,9.1,42,No
Airlines,MYANMAR,18,6.3,60,No
Airlines,INDIA,26,9.1,45,No
Airlines,MALAYSIA,18,6.3,53,No
Airlines,MYANMAR,22,7.7,45,No
Airlines,INDONESIA,18,6.3,30,No
Airlines,MALAYSIA,18,6.3,48,No
Airlines,THAILAND,18,6.3,53,No
Airlines,THAILAND,22,7.7,24,No
Airlines,THAILAND,18,6.3,72,No
Airlines,"TAIWAN, PROVINCE OF CHINA",22,7.7,35,No
Airlines,VIET NAM,18,6.3,37,No
Airlines,VIET NAM,18,6.3,42,No
Airlines,MALAYSIA,33,11.55,45,No
Airlines,INDONESIA,33,11.55,33,No
Airlines,CHINA,26,9.1,33,No
Airlines,CHINA,26,9.1,40,No
Airlines,INDONESIA,30,10.5,43,No
Airlines,INDONESIA,18,6.3,34,No
Airlines,MALAYSIA,22,7.7,54,No
Airlines,CHINA,109,38.15,70,No
Airlines,CHINA,58,20.3,51,No
Airlines,"KOREA, REPUBLIC OF",45,15.75,43,No
Travel Agency,INDONESIA,29,0,118,No
Travel Agency,THAILAND,29,9.57,118,No
Airlines,MALAYSIA,18,6.3,118,No
Airlines,SINGAPORE,60,15,35,No
Airlines,SINGAPORE,60,15,39,No
Airlines,SINGAPORE,39,9.75,29,No
Airlines,SINGAPORE,27,6.75,58,Yes
Airlines,SINGAPORE,33.5,8.38,29,No
Airlines,SINGAPORE,27,6.75,32,No
Airlines,SINGAPORE,40,10,33,Yes
Airlines,SINGAPORE,60,15,29,No
Airlines,SINGAPORE,16,4,24,No
Airlines,SINGAPORE,16,4,26,No
Airlines,SINGAPORE,60,15,37,No
Airlines,SINGAPORE,56.5,14.13,53,No
Airlines,SINGAPORE,72,18,35,No
Airlines,SINGAPORE,56.5,14.13,22,No
Airlines,SINGAPORE,163,40.75,34,No
Airlines,SINGAPORE,81.5,20.38,46,No
Airlines,SINGAPORE,216,54,54,No
Airlines,SINGAPORE,216,54,28,Yes
Airlines,SINGAPORE,161,40.25,31,No
Airlines,SINGAPORE,161,40.25,37,No
Airlines,SINGAPORE,216,54,55,No
Airlines,SINGAPORE,216,54,18,No
Airlines,SINGAPORE,399.6,99.9,52,No
Airlines,SINGAPORE,333,83.25,29,No
Travel Agency,ITALY,99,59.4,39,No
Travel Agency,MALAYSIA,29.7,17.82,38,No
Travel Agency,ITALY,118.8,71.28,33,No
Travel Agency,AUSTRALIA,59.4,35.64,31,No
Travel Agency,AUSTRALIA,59.4,35.64,23,No
Travel Agency,AUSTRALIA,39.6,23.76,27,No
Travel Agency,SPAIN,19.8,11.88,45,No
Travel Agency,AUSTRALIA,108.9,65.34,31,No
Travel Agency,AUSTRALIA,49.5,29.7,40,No
Travel Agency,SOUTH AFRICA,39.6,23.76,60,No
Travel Agency,THAILAND,29.7,17.82,27,Yes
Travel Agency,UNITED KINGDOM,29.7,17.82,56,No
Travel Agency,AUSTRALIA,29.7,17.82,64,No
Travel Agency,AUSTRALIA,138.6,83.16,52,No
Travel Agency,AUSTRALIA,79.2,47.52,39,No
Travel Agency,AUSTRALIA,79.2,47.52,29,No
Travel Agency,MALAYSIA,69.3,41.58,59,No
Travel Agency,AUSTRALIA,128.7,77.22,32,No
Travel Agency,THAILAND,29.7,17.82,31,No
Travel Agency,AUSTRALIA,0,35.64,33,No
Travel Agency,PORTUGAL,39.6,23.76,47,No
Travel Agency,THAILAND,20,0,47,No
Travel Agency,AUSTRIA,84,0,36,No
Travel Agency,PHILIPPINES,28,0,36,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",32,0,36,No
Travel Agency,PHILIPPINES,25,0,36,No
Travel Agency,CHINA,21,0,36,No
Travel Agency,THAILAND,28,0,47,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,MYANMAR,20,0,33,No
Travel Agency,ITALY,83,0,36,No
Travel Agency,VIET NAM,38,0,36,No
Travel Agency,THAILAND,25,0,36,No
Travel Agency,CANADA,97,0,27,Yes
Travel Agency,MALAYSIA,20,0,25,No
Travel Agency,THAILAND,29,0,36,No
Travel Agency,NETHERLANDS,74,0,36,No
Travel Agency,UNITED STATES,112,0,30,No
Travel Agency,INDONESIA,73,0,39,No
Travel Agency,ITALY,105,0,36,No
Travel Agency,INDONESIA,35,0,36,No
Travel Agency,CAMBODIA,24,0,36,No
Travel Agency,UNITED STATES,112,0,39,No
Travel Agency,THAILAND,20,0,56,No
Travel Agency,"KOREA, REPUBLIC OF",44,0,36,No
Travel Agency,CHINA,34,0,36,No
Travel Agency,VIET NAM,23,0,36,No
Travel Agency,MALAYSIA,20,0,41,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",31,0,36,No
Travel Agency,INDONESIA,16,0,36,No
Travel Agency,INDONESIA,14,0,36,No
Travel Agency,CHINA,37,0,36,No
Travel Agency,MALAYSIA,10,0,45,No
Travel Agency,INDONESIA,10,0,43,No
Travel Agency,UNITED STATES,80,0,29,No
Travel Agency,"TAIWAN, PROVINCE OF CHINA",14,0,23,No
Travel Agency,INDONESIA,11,0,36,No
Travel Agency,SRI LANKA,20,0,36,No
Travel Agency,MALAYSIA,14,0,47,No
Travel Agency,UNITED STATES,72,0,64,No
Travel Agency,INDIA,20,0,36,No
Travel Agency,INDIA,10,0,36,No
Travel Agency,THAILAND,52,0,51,No
Travel Agency,INDIA,19,0,53,No
Travel Agency,HONG KONG,13,0,36,No
Travel Agency,SINGAPORE,0,0,36,No
Travel Agency,SINGAPORE,11,0,36,No
Travel Agency,VIET NAM,0,0,36,No
Travel Agency,UNITED STATES,80,0,59,No
Travel Agency,THAILAND,13,0,36,No
Travel Agency,PHILIPPINES,13,0,36,No
Travel Agency,JAPAN,66,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,INDONESIA,20,0,38,No
Travel Agency,INDONESIA,20,0,26,No
Travel Agency,UNITED STATES,24,0,45,No
Airlines,BRUNEI DARUSSALAM,15,6,42,No
Airlines,SINGAPORE,8.49,2.38,48,No
Airlines,SINGAPORE,1.09,0.31,48,No
Airlines,SINGAPORE,1.09,0.31,48,No
Airlines,MALAYSIA,18,6.3,57,No
Airlines,THAILAND,18,6.3,43,No
Airlines,NEW ZEALAND,179,62.65,51,No
Airlines,CHINA,40,14,33,No
Airlines,VIET NAM,42,14.7,23,No
Airlines,INDONESIA,22,7.7,53,No
Airlines,AUSTRALIA,35,12.25,29,No
Airlines,HONG KONG,22,7.7,36,No
Airlines,EGYPT,109,38.15,57,No
Travel Agency,MALAYSIA,29,9.57,65,No
Travel Agency,SWITZERLAND,75,28.5,22,No
Airlines,VIET NAM,29,10.15,52,No
Airlines,PHILIPPINES,6.89,2.41,48,No
Airlines,SINGAPORE,13.5,3.38,22,No
Airlines,SINGAPORE,40,10,57,No
Airlines,SINGAPORE,60,15,26,No
Airlines,SINGAPORE,27,6.75,50,No
Airlines,SINGAPORE,0,15,28,No
Airlines,SINGAPORE,21,5.25,23,No
Airlines,SINGAPORE,0,7.95,24,No
Airlines,SINGAPORE,60,15,72,No
Airlines,SINGAPORE,16,4,25,No
Airlines,SINGAPORE,16,4,27,No
Airlines,SINGAPORE,40,10,33,No
Airlines,SINGAPORE,46.8,11.7,26,No
Airlines,SINGAPORE,21,5.25,26,No
Airlines,SINGAPORE,40,10,63,No
Airlines,SINGAPORE,16,4,39,No
Airlines,SINGAPORE,33.5,8.38,23,No
Airlines,SINGAPORE,16,4,23,No
Airlines,SINGAPORE,22.5,5.63,43,No
Airlines,SINGAPORE,72,18,38,No
Airlines,SINGAPORE,144,36,41,No
Airlines,SINGAPORE,40.6,10.15,59,No
Airlines,SINGAPORE,22.2,5.55,59,No
Airlines,SINGAPORE,29,7.25,36,No
Airlines,SINGAPORE,507,126.75,32,Yes
Airlines,SINGAPORE,47.5,11.88,38,No
Airlines,SINGAPORE,40.2,10.05,32,No
Airlines,SINGAPORE,161,40.25,52,No
Airlines,SINGAPORE,216,54,37,No
Airlines,SINGAPORE,161,40.25,64,No
Airlines,SINGAPORE,216,54,40,No
Airlines,SINGAPORE,216,54,30,No
Airlines,SINGAPORE,216,54,50,No
Airlines,SINGAPORE,239.5,59.88,31,Yes
Airlines,SINGAPORE,333,83.25,45,No
Travel Agency,MALAYSIA,0,23.76,31,No
Travel Agency,AUSTRIA,0,23.76,36,No
Travel Agency,AUSTRIA,39.6,23.76,31,No
Travel Agency,AUSTRALIA,99,59.4,31,No
Travel Agency,AUSTRALIA,99,59.4,33,No
Travel Agency,SPAIN,29.7,17.82,35,No
Travel Agency,"KOREA, REPUBLIC OF",29.7,17.82,30,No
Travel Agency,"KOREA, REPUBLIC OF",19.8,11.88,29,No
Travel Agency,THAILAND,29.7,17.82,31,No
Travel Agency,UNITED KINGDOM,69.3,41.58,37,No
Travel Agency,ITALY,19.8,11.88,32,No
Travel Agency,NEW ZEALAND,89.1,53.46,37,No
Travel Agency,THAILAND,49.5,29.7,31,No
Travel Agency,MALAYSIA,49.5,29.7,31,No
Travel Agency,AUSTRALIA,79.2,47.52,37,No
Travel Agency,"KOREA, REPUBLIC OF",19.8,11.88,28,No
Travel Agency,THAILAND,59.4,35.64,31,No
Travel Agency,AUSTRALIA,29.7,17.82,40,No
Travel Agency,MALAYSIA,0,11.88,34,No
Travel Agency,AUSTRALIA,79.2,47.52,31,No
Travel Agency,MALAYSIA,69.3,41.58,29,No
Travel Agency,ITALY,9.9,5.94,31,No
Travel Agency,MALAYSIA,0,11.88,31,No
Travel Agency,MALAYSIA,39.6,23.76,42,No
Travel Agency,MALAYSIA,79.2,47.52,46,No
Travel Agency,THAILAND,29.7,17.82,42,No
Travel Agency,JAPAN,9.9,5.94,48,No
Travel Agency,AUSTRALIA,89.1,53.46,58,No
Travel Agency,THAILAND,0,11.88,26,No
Travel Agency,AUSTRALIA,69.3,41.58,46,No
Travel Agency,FRANCE,63,0,36,No
Travel Agency,ITALY,92,0,36,No
Travel Agency,NEW ZEALAND,112,0,36,No
Travel Agency,CHINA,50,0,36,No
Travel Agency,CHINA,45,0,36,No
Travel Agency,JAPAN,46,0,36,No
Travel Agency,UNITED STATES,103,0,65,No
Travel Agency,UNITED KINGDOM,85,0,36,No
Travel Agency,AUSTRALIA,69,0,30,No
Travel Agency,AUSTRALIA,112,0,36,No
Travel Agency,VIET NAM,36,0,36,No
Travel Agency,VIET NAM,46,0,36,No
Travel Agency,CHINA,49,0,36,No
Travel Agency,MALAYSIA,87,0,36,No
Travel Agency,MALAYSIA,20,0,46,No
Travel Agency,CHINA,59,0,36,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,UNITED STATES,96,0,25,No
Travel Agency,UNITED STATES,34,0,37,No
Travel Agency,VIET NAM,24,0,36,No
Travel Agency,ITALY,76,0,36,No
Travel Agency,MALAYSIA,20,0,37,No
Travel Agency,CHINA,36,0,36,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,THAILAND,20,0,52,No
Travel Agency,VIET NAM,21,0,36,No
Travel Agency,CHINA,33,0,36,No
Travel Agency,INDIA,52,0,36,No
Travel Agency,THAILAND,33,0,35,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,CHINA,46,0,36,No
Travel Agency,PHILIPPINES,54,0,36,No
Travel Agency,INDIA,27,0,36,No
Travel Agency,THAILAND,80,0,36,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,PHILIPPINES,20,0,36,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,THAILAND,10,0,21,No
Travel Agency,MALAYSIA,10,0,21,No
Travel Agency,MALAYSIA,10,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,INDIA,10,0,47,No
Travel Agency,CHINA,17,0,36,No
Travel Agency,MYANMAR,10,0,36,No
Travel Agency,SINGAPORE,15,0,36,No
Travel Agency,VIET NAM,14,0,36,No
Travel Agency,THAILAND,10,0,51,No
Travel Agency,INDIA,10,0,34,No
Travel Agency,INDIA,56,0,36,No
Travel Agency,INDIA,10,0,36,No
Travel Agency,INDIA,23,0,36,No
Travel Agency,CHINA,28,0,36,No
Travel Agency,SRI LANKA,22,0,36,No
Travel Agency,PHILIPPINES,10,0,35,No
Travel Agency,SRI LANKA,23,0,36,No
Travel Agency,MALAYSIA,10,0,74,No
Travel Agency,UNITED KINGDOM,66,0,36,No
Travel Agency,UNITED STATES,80,0,24,No
Travel Agency,INDIA,34,0,36,No
Travel Agency,AUSTRALIA,45,0,36,No
Travel Agency,THAILAND,14,0,27,No
Travel Agency,HONG KONG,10,0,36,No
Travel Agency,HONG KONG,12,0,50,No
Travel Agency,THAILAND,14,0,60,No
Travel Agency,SPAIN,26,0,36,No
Travel Agency,LAO PEOPLE'S DEMOCRATIC REPUBLIC,13,0,36,No
Travel Agency,SINGAPORE,10,0,36,No
Travel Agency,VIET NAM,10,0,41,No
Travel Agency,SINGAPORE,67,0,36,No
Travel Agency,SINGAPORE,10,0,28,No
Travel Agency,INDONESIA,10,0,62,No
Travel Agency,RUSSIAN FEDERATION,15,0,36,No
Travel Agency,SINGAPORE,17,0,36,No
Travel Agency,MALAYSIA,10,0,20,No
Travel Agency,CHINA,39,0,49,No
Travel Agency,PHILIPPINES,13,0,36,No
Travel Agency,BRUNEI DARUSSALAM,10,0,30,No
Travel Agency,INDIA,11,0,29,No
Travel Agency,BANGLADESH,10,0,27,No
Travel Agency,SINGAPORE,80,0,36,No
Travel Agency,CAMBODIA,15,0,36,No
Travel Agency,LAO PEOPLE'S DEMOCRATIC REPUBLIC,29,0,36,No
Travel Agency,SINGAPORE,30,0,36,No
Travel Agency,SINGAPORE,85,0,36,No
Travel Agency,INDONESIA,20,0,30,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,IRELAND,76,0,36,No
Travel Agency,PHILIPPINES,55,0,45,No
Travel Agency,SINGAPORE,20,0,36,No
Travel Agency,JAPAN,25,0,55,No
Travel Agency,CHINA,28,0,36,No
Travel Agency,MALAYSIA,20,0,36,No
Airlines,INDIA,39,15.6,118,No
Travel Agency,INDONESIA,33,12.54,48,No
Travel Agency,CHINA,255.75,166.24,35,No
Airlines,SINGAPORE,2.76,0.77,48,No
Airlines,SINGAPORE,0.93,0.26,48,No
Airlines,THAILAND,22,7.7,34,No
Airlines,PHILIPPINES,37,12.95,42,No
Airlines,MYANMAR,18,6.3,28,No
Airlines,CHINA,26,9.1,61,No
Airlines,THAILAND,18,6.3,43,No
Airlines,PHILIPPINES,18,6.3,40,No
Airlines,INDONESIA,18,6.3,53,No
Airlines,MYANMAR,18,6.3,33,No
Airlines,MALAYSIA,18,6.3,44,No
Airlines,THAILAND,22,7.7,68,No
Airlines,INDONESIA,22,7.7,58,No
Airlines,UNITED KINGDOM,109,38.15,55,No
Airlines,GERMANY,109,38.15,45,No
Travel Agency,MALAYSIA,29,9.57,53,No
Travel Agency,MALAYSIA,29,9.57,51,No
Travel Agency,MALAYSIA,29,9.57,23,No
Airlines,SINGAPORE,53,13.25,25,No
Airlines,SINGAPORE,20,5,30,No
Airlines,SINGAPORE,27,6.75,52,No
Airlines,SINGAPORE,16,4,33,No
Airlines,SINGAPORE,69.5,17.38,30,No
Airlines,SINGAPORE,40,10,37,No
Airlines,SINGAPORE,16,4,30,No
Airlines,SINGAPORE,50,12.5,31,No
Airlines,SINGAPORE,27,6.75,27,No
Airlines,SINGAPORE,20,5,25,No
Airlines,SINGAPORE,26.5,6.63,41,No
Airlines,SINGAPORE,27,6.75,32,No
Airlines,SINGAPORE,22.5,5.63,49,No
Airlines,SINGAPORE,72,18,24,No
Airlines,SINGAPORE,18.5,4.63,31,No
Airlines,SINGAPORE,22.5,5.63,43,No
Airlines,SINGAPORE,39,9.75,34,No
Airlines,SINGAPORE,0,18,44,No
Airlines,SINGAPORE,62,15.5,28,No
Airlines,SINGAPORE,39,9.75,53,No
Airlines,SINGAPORE,39,9.75,59,No
Airlines,SINGAPORE,39,9.75,61,No
Airlines,SINGAPORE,22.5,5.63,53,No
Airlines,SINGAPORE,72,18,33,Yes
Airlines,SINGAPORE,105.6,26.4,48,Yes
Airlines,SINGAPORE,118,29.5,54,No
Airlines,SINGAPORE,259.2,64.8,29,No
Airlines,SINGAPORE,216,54,30,No
Airlines,SINGAPORE,216,54,35,Yes
Airlines,SINGAPORE,161,40.25,59,No
Airlines,SINGAPORE,216,54,50,No
Airlines,SINGAPORE,216,54,39,Yes
Airlines,SINGAPORE,216,54,39,No
Airlines,SINGAPORE,216,54,26,No
Airlines,SINGAPORE,161,40.25,42,No
Airlines,SINGAPORE,216,54,29,No
Airlines,SINGAPORE,216,54,31,No
Travel Agency,MALAYSIA,29.7,17.82,57,No
Travel Agency,AUSTRALIA,99,59.4,48,No
Travel Agency,MALAYSIA,39.6,23.76,39,No
Travel Agency,AUSTRALIA,29.7,17.82,37,No
Travel Agency,UNITED KINGDOM,148.5,89.1,31,No
Travel Agency,AUSTRALIA,89.1,53.46,31,No
Travel Agency,THAILAND,29.7,17.82,38,No
Travel Agency,ITALY,128.7,77.22,48,No
Travel Agency,JAPAN,9.9,5.94,31,No
Travel Agency,GREECE,19.8,11.88,56,No
Travel Agency,THAILAND,39.6,23.76,34,No
Travel Agency,MALAYSIA,29.7,17.82,31,No
Travel Agency,MALAYSIA,39.6,23.76,32,No
Travel Agency,AUSTRALIA,0,17.82,31,No
Travel Agency,AUSTRALIA,99,59.4,58,No
Travel Agency,AUSTRALIA,108.9,65.34,46,No
Travel Agency,UNITED KINGDOM,99,59.4,64,No
Travel Agency,NORWAY,59.4,35.64,35,No
Travel Agency,AUSTRALIA,89.1,53.46,37,No
Travel Agency,MALAYSIA,0,17.82,56,No
Travel Agency,MALAYSIA,29.7,17.82,66,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,JAPAN,44,0,36,No
Travel Agency,HONG KONG,20,0,36,No
Travel Agency,CHINA,41,0,36,No
Travel Agency,UNITED STATES,112,0,50,No
Travel Agency,CHINA,52,0,36,No
Travel Agency,UNITED STATES,95,0,31,No
Travel Agency,PHILIPPINES,23,0,36,Yes
Travel Agency,MALAYSIA,34,0,36,No
Travel Agency,HONG KONG,28,0,36,No
Travel Agency,UNITED STATES,0,0,49,No
Travel Agency,INDONESIA,20,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",45,0,36,No
Travel Agency,INDIA,47,0,36,No
Travel Agency,INDIA,24,0,36,No
Travel Agency,THAILAND,20,0,36,No
Travel Agency,THAILAND,20,0,56,No
Travel Agency,RUSSIAN FEDERATION,112,0,36,No
Travel Agency,HONG KONG,28,0,36,No
Travel Agency,INDIA,54,0,36,No
Travel Agency,THAILAND,20,0,48,No
Travel Agency,MALAYSIA,20,0,36,No
Travel Agency,SINGAPORE,112,0,36,No
Travel Agency,INDONESIA,31,0,36,No
Travel Agency,INDONESIA,0,0,65,No
Travel Agency,SINGAPORE,40,0,36,No
Travel Agency,UNITED STATES,22,0,64,No
Travel Agency,VIET NAM,20,0,29,No
Travel Agency,MONGOLIA,91,0,36,No
Travel Agency,CHINA,52,0,36,No
Travel Agency,CHINA,32,0,36,No
Travel Agency,SINGAPORE,29,0,28,No
Travel Agency,CHINA,37,0,36,No
Travel Agency,"KOREA, REPUBLIC OF",73,0,36,No
Travel Agency,INDONESIA,14,0,36,No
Travel Agency,SINGAPORE,13,0,34,No
Travel Agency,CHINA,17,0,36,No
Travel Agency,VIET NAM,20,0,36,No
Travel Agency,HONG KONG,27,0,41,No
Travel Agency,MYANMAR,11,0,36,No
Travel Agency,SINGAPORE,17,0,36,No
Travel Agency,SINGAPORE,0,0,36,No
